,CID,tsne_1,tsne_2,link,image
63,619024,-25.363834,42.899128,https://pubchem.ncbi.nlm.nih.gov/compound/619024,https://upconverting.z5.web.core.windows.net/619024.png
64,621047,20.56968,-2.7013855,https://pubchem.ncbi.nlm.nih.gov/compound/621047,https://upconverting.z5.web.core.windows.net/621047.png
65,47467,-17.432674,30.018162,https://pubchem.ncbi.nlm.nih.gov/compound/47467,https://upconverting.z5.web.core.windows.net/47467.png
66,15458089,3.9882216,-2.9554956,https://pubchem.ncbi.nlm.nih.gov/compound/15458089,https://upconverting.z5.web.core.windows.net/15458089.png
67,15606338,18.231295,-4.2416925,https://pubchem.ncbi.nlm.nih.gov/compound/15606338,https://upconverting.z5.web.core.windows.net/15606338.png
68,15645629,29.57858,-34.626534,https://pubchem.ncbi.nlm.nih.gov/compound/15645629,https://upconverting.z5.web.core.windows.net/15645629.png
69,565162,13.067502,18.979118,https://pubchem.ncbi.nlm.nih.gov/compound/565162,https://upconverting.z5.web.core.windows.net/565162.png
70,572485,35.287483,3.766861,https://pubchem.ncbi.nlm.nih.gov/compound/572485,https://upconverting.z5.web.core.windows.net/572485.png
71,577018,-48.115685,0.5082573,https://pubchem.ncbi.nlm.nih.gov/compound/577018,https://upconverting.z5.web.core.windows.net/577018.png
72,459351,19.627615,-29.284416,https://pubchem.ncbi.nlm.nih.gov/compound/459351,https://upconverting.z5.web.core.windows.net/459351.png
73,12137,29.983868,12.425105,https://pubchem.ncbi.nlm.nih.gov/compound/12137,https://upconverting.z5.web.core.windows.net/12137.png
74,13069,25.540106,-27.913248,https://pubchem.ncbi.nlm.nih.gov/compound/13069,https://upconverting.z5.web.core.windows.net/13069.png
75,23438904,15.086206,-14.616056,https://pubchem.ncbi.nlm.nih.gov/compound/23438904,https://upconverting.z5.web.core.windows.net/23438904.png
76,23120827,10.439139,-11.978235,https://pubchem.ncbi.nlm.nih.gov/compound/23120827,https://upconverting.z5.web.core.windows.net/23120827.png
77,23005380,5.2147045,-3.980823,https://pubchem.ncbi.nlm.nih.gov/compound/23005380,https://upconverting.z5.web.core.windows.net/23005380.png
78,14581,24.330877,27.20836,https://pubchem.ncbi.nlm.nih.gov/compound/14581,https://upconverting.z5.web.core.windows.net/14581.png
79,22247164,9.501562,-3.5076256,https://pubchem.ncbi.nlm.nih.gov/compound/22247164,https://upconverting.z5.web.core.windows.net/22247164.png
80,22168980,9.077309,-2.2166657,https://pubchem.ncbi.nlm.nih.gov/compound/22168980,https://upconverting.z5.web.core.windows.net/22168980.png
81,21989085,-4.370344,2.9728413,https://pubchem.ncbi.nlm.nih.gov/compound/21989085,https://upconverting.z5.web.core.windows.net/21989085.png
82,445211,-36.216576,-31.834768,https://pubchem.ncbi.nlm.nih.gov/compound/445211,https://upconverting.z5.web.core.windows.net/445211.png
83,593578,-18.108519,35.30902,https://pubchem.ncbi.nlm.nih.gov/compound/593578,https://upconverting.z5.web.core.windows.net/593578.png
84,21838068,10.921707,-15.01789,https://pubchem.ncbi.nlm.nih.gov/compound/21838068,https://upconverting.z5.web.core.windows.net/21838068.png
85,20688189,17.353537,-4.1493793,https://pubchem.ncbi.nlm.nih.gov/compound/20688189,https://upconverting.z5.web.core.windows.net/20688189.png
86,20612855,21.552355,7.6345797,https://pubchem.ncbi.nlm.nih.gov/compound/20612855,https://upconverting.z5.web.core.windows.net/20612855.png
87,19042596,4.032423,-2.9980447,https://pubchem.ncbi.nlm.nih.gov/compound/19042596,https://upconverting.z5.web.core.windows.net/19042596.png
88,18972631,17.720335,1.2356088,https://pubchem.ncbi.nlm.nih.gov/compound/18972631,https://upconverting.z5.web.core.windows.net/18972631.png
89,595145,-39.40662,24.352514,https://pubchem.ncbi.nlm.nih.gov/compound/595145,https://upconverting.z5.web.core.windows.net/595145.png
90,598136,-16.376278,30.012342,https://pubchem.ncbi.nlm.nih.gov/compound/598136,https://upconverting.z5.web.core.windows.net/598136.png
91,18326012,23.905485,4.5857215,https://pubchem.ncbi.nlm.nih.gov/compound/18326012,https://upconverting.z5.web.core.windows.net/18326012.png
92,15879265,-42.529137,6.9968567,https://pubchem.ncbi.nlm.nih.gov/compound/15879265,https://upconverting.z5.web.core.windows.net/15879265.png
93,15798651,16.814325,-3.149565,https://pubchem.ncbi.nlm.nih.gov/compound/15798651,https://upconverting.z5.web.core.windows.net/15798651.png
94,12032376,15.605953,-14.194024,https://pubchem.ncbi.nlm.nih.gov/compound/12032376,https://upconverting.z5.web.core.windows.net/12032376.png
95,11816656,-56.787067,3.0086167,https://pubchem.ncbi.nlm.nih.gov/compound/11816656,https://upconverting.z5.web.core.windows.net/11816656.png
96,11604513,-18.786741,-44.64498,https://pubchem.ncbi.nlm.nih.gov/compound/11604513,https://upconverting.z5.web.core.windows.net/11604513.png
97,2776319,-13.232846,-10.013007,https://pubchem.ncbi.nlm.nih.gov/compound/2776319,https://upconverting.z5.web.core.windows.net/2776319.png
98,5356785,37.920704,20.446472,https://pubchem.ncbi.nlm.nih.gov/compound/5356785,https://upconverting.z5.web.core.windows.net/5356785.png
99,235845,29.53243,-14.029418,https://pubchem.ncbi.nlm.nih.gov/compound/235845,https://upconverting.z5.web.core.windows.net/235845.png
100,235835,40.362843,-26.498707,https://pubchem.ncbi.nlm.nih.gov/compound/235835,https://upconverting.z5.web.core.windows.net/235835.png
101,5328453,-54.906925,-19.379799,https://pubchem.ncbi.nlm.nih.gov/compound/5328453,https://upconverting.z5.web.core.windows.net/5328453.png
102,231897,-2.301619,53.053192,https://pubchem.ncbi.nlm.nih.gov/compound/231897,https://upconverting.z5.web.core.windows.net/231897.png
103,5242583,10.954179,3.1867213,https://pubchem.ncbi.nlm.nih.gov/compound/5242583,https://upconverting.z5.web.core.windows.net/5242583.png
104,101481,32.741566,-52.54028,https://pubchem.ncbi.nlm.nih.gov/compound/101481,https://upconverting.z5.web.core.windows.net/101481.png
105,4980025,-27.46606,3.3264947,https://pubchem.ncbi.nlm.nih.gov/compound/4980025,https://upconverting.z5.web.core.windows.net/4980025.png
106,109096,28.334599,19.312506,https://pubchem.ncbi.nlm.nih.gov/compound/109096,https://upconverting.z5.web.core.windows.net/109096.png
107,229322,32.17427,-7.0559044,https://pubchem.ncbi.nlm.nih.gov/compound/229322,https://upconverting.z5.web.core.windows.net/229322.png
108,109638,-17.993217,-49.09648,https://pubchem.ncbi.nlm.nih.gov/compound/109638,https://upconverting.z5.web.core.windows.net/109638.png
109,89945,19.198357,21.204794,https://pubchem.ncbi.nlm.nih.gov/compound/89945,https://upconverting.z5.web.core.windows.net/89945.png
110,139106,-15.481787,34.01401,https://pubchem.ncbi.nlm.nih.gov/compound/139106,https://upconverting.z5.web.core.windows.net/139106.png
111,149269,27.645226,17.924627,https://pubchem.ncbi.nlm.nih.gov/compound/149269,https://upconverting.z5.web.core.windows.net/149269.png
112,154411,30.880657,-55.535587,https://pubchem.ncbi.nlm.nih.gov/compound/154411,https://upconverting.z5.web.core.windows.net/154411.png
113,225529,-3.4174724,13.434131,https://pubchem.ncbi.nlm.nih.gov/compound/225529,https://upconverting.z5.web.core.windows.net/225529.png
114,167270,16.839973,58.877274,https://pubchem.ncbi.nlm.nih.gov/compound/167270,https://upconverting.z5.web.core.windows.net/167270.png
115,180586,-17.847622,30.966597,https://pubchem.ncbi.nlm.nih.gov/compound/180586,https://upconverting.z5.web.core.windows.net/180586.png
116,181098,-2.9647472,0.4660793,https://pubchem.ncbi.nlm.nih.gov/compound/181098,https://upconverting.z5.web.core.windows.net/181098.png
117,182029,15.252114,9.335137,https://pubchem.ncbi.nlm.nih.gov/compound/182029,https://upconverting.z5.web.core.windows.net/182029.png
118,2762710,7.653379,-3.6600442,https://pubchem.ncbi.nlm.nih.gov/compound/2762710,https://upconverting.z5.web.core.windows.net/2762710.png
119,2827924,7.9650645,-37.475014,https://pubchem.ncbi.nlm.nih.gov/compound/2827924,https://upconverting.z5.web.core.windows.net/2827924.png
120,2827322,30.67779,8.532993,https://pubchem.ncbi.nlm.nih.gov/compound/2827322,https://upconverting.z5.web.core.windows.net/2827322.png
121,224480,38.983578,-26.339272,https://pubchem.ncbi.nlm.nih.gov/compound/224480,https://upconverting.z5.web.core.windows.net/224480.png
122,4175110,-12.023474,-12.331625,https://pubchem.ncbi.nlm.nih.gov/compound/4175110,https://upconverting.z5.web.core.windows.net/4175110.png
123,11644036,-9.338338,12.307091,https://pubchem.ncbi.nlm.nih.gov/compound/11644036,https://upconverting.z5.web.core.windows.net/11644036.png
124,88862,-4.0483627,55.11879,https://pubchem.ncbi.nlm.nih.gov/compound/88862,https://upconverting.z5.web.core.windows.net/88862.png
125,236881,33.624542,-7.8152986,https://pubchem.ncbi.nlm.nih.gov/compound/236881,https://upconverting.z5.web.core.windows.net/236881.png
126,626218,35.33729,-26.53843,https://pubchem.ncbi.nlm.nih.gov/compound/626218,https://upconverting.z5.web.core.windows.net/626218.png
127,11435828,24.434223,28.115936,https://pubchem.ncbi.nlm.nih.gov/compound/11435828,https://upconverting.z5.web.core.windows.net/11435828.png
128,11358071,4.297047,-1.9537573,https://pubchem.ncbi.nlm.nih.gov/compound/11358071,https://upconverting.z5.web.core.windows.net/11358071.png
129,11299928,23.728218,5.1860485,https://pubchem.ncbi.nlm.nih.gov/compound/11299928,https://upconverting.z5.web.core.windows.net/11299928.png
130,11275700,19.670252,8.858522,https://pubchem.ncbi.nlm.nih.gov/compound/11275700,https://upconverting.z5.web.core.windows.net/11275700.png
131,304808,-12.270634,-38.523293,https://pubchem.ncbi.nlm.nih.gov/compound/304808,https://upconverting.z5.web.core.windows.net/304808.png
132,644464,16.15621,32.486633,https://pubchem.ncbi.nlm.nih.gov/compound/644464,https://upconverting.z5.web.core.windows.net/644464.png
133,11160239,-36.99036,-0.6497388,https://pubchem.ncbi.nlm.nih.gov/compound/11160239,https://upconverting.z5.web.core.windows.net/11160239.png
134,11106990,-34.81285,8.898417,https://pubchem.ncbi.nlm.nih.gov/compound/11106990,https://upconverting.z5.web.core.windows.net/11106990.png
135,11065346,-1.7460774,53.299004,https://pubchem.ncbi.nlm.nih.gov/compound/11065346,https://upconverting.z5.web.core.windows.net/11065346.png
136,11021497,28.29737,-50.85313,https://pubchem.ncbi.nlm.nih.gov/compound/11021497,https://upconverting.z5.web.core.windows.net/11021497.png
137,5376491,49.903446,23.401804,https://pubchem.ncbi.nlm.nih.gov/compound/5376491,https://upconverting.z5.web.core.windows.net/5376491.png
138,10987940,19.749516,9.539186,https://pubchem.ncbi.nlm.nih.gov/compound/10987940,https://upconverting.z5.web.core.windows.net/10987940.png
139,74253,22.542622,52.911125,https://pubchem.ncbi.nlm.nih.gov/compound/74253,https://upconverting.z5.web.core.windows.net/74253.png
140,302489,-11.773903,32.234497,https://pubchem.ncbi.nlm.nih.gov/compound/302489,https://upconverting.z5.web.core.windows.net/302489.png
141,298442,15.909144,-25.949778,https://pubchem.ncbi.nlm.nih.gov/compound/298442,https://upconverting.z5.web.core.windows.net/298442.png
142,10797986,17.325396,31.899342,https://pubchem.ncbi.nlm.nih.gov/compound/10797986,https://upconverting.z5.web.core.windows.net/10797986.png
143,75371,19.337072,14.867637,https://pubchem.ncbi.nlm.nih.gov/compound/75371,https://upconverting.z5.web.core.windows.net/75371.png
144,1284716,33.235283,35.242104,https://pubchem.ncbi.nlm.nih.gov/compound/1284716,https://upconverting.z5.web.core.windows.net/1284716.png
145,10332633,27.701906,-50.6952,https://pubchem.ncbi.nlm.nih.gov/compound/10332633,https://upconverting.z5.web.core.windows.net/10332633.png
146,79765,-26.36661,-16.608309,https://pubchem.ncbi.nlm.nih.gov/compound/79765,https://upconverting.z5.web.core.windows.net/79765.png
147,1512654,-31.148098,13.660163,https://pubchem.ncbi.nlm.nih.gov/compound/1512654,https://upconverting.z5.web.core.windows.net/1512654.png
148,84431,-2.7074835,-56.924698,https://pubchem.ncbi.nlm.nih.gov/compound/84431,https://upconverting.z5.web.core.windows.net/84431.png
149,5475238,35.96211,-24.602283,https://pubchem.ncbi.nlm.nih.gov/compound/5475238,https://upconverting.z5.web.core.windows.net/5475238.png
150,10899365,1.5759658,54.804394,https://pubchem.ncbi.nlm.nih.gov/compound/10899365,https://upconverting.z5.web.core.windows.net/10899365.png
151,10559845,26.55761,21.044329,https://pubchem.ncbi.nlm.nih.gov/compound/10559845,https://upconverting.z5.web.core.windows.net/10559845.png
152,82510,-0.37047356,55.128918,https://pubchem.ncbi.nlm.nih.gov/compound/82510,https://upconverting.z5.web.core.windows.net/82510.png
153,45382258,9.800341,-7.549886,https://pubchem.ncbi.nlm.nih.gov/compound/45382258,https://upconverting.z5.web.core.windows.net/45382258.png
154,58121764,10.27914,-12.170612,https://pubchem.ncbi.nlm.nih.gov/compound/58121764,https://upconverting.z5.web.core.windows.net/58121764.png
155,135420609,-16.583065,-2.8836462,https://pubchem.ncbi.nlm.nih.gov/compound/135420609,https://upconverting.z5.web.core.windows.net/135420609.png
156,58881077,12.831514,-9.561681,https://pubchem.ncbi.nlm.nih.gov/compound/58881077,https://upconverting.z5.web.core.windows.net/58881077.png
157,135538340,32.207607,-36.68514,https://pubchem.ncbi.nlm.nih.gov/compound/135538340,https://upconverting.z5.web.core.windows.net/135538340.png
158,44629971,39.091797,-25.0292,https://pubchem.ncbi.nlm.nih.gov/compound/44629971,https://upconverting.z5.web.core.windows.net/44629971.png
159,135589202,32.128883,-36.53701,https://pubchem.ncbi.nlm.nih.gov/compound/135589202,https://upconverting.z5.web.core.windows.net/135589202.png
160,135585361,32.119205,-36.517487,https://pubchem.ncbi.nlm.nih.gov/compound/135585361,https://upconverting.z5.web.core.windows.net/135585361.png
161,135741596,42.16256,42.055607,https://pubchem.ncbi.nlm.nih.gov/compound/135741596,https://upconverting.z5.web.core.windows.net/135741596.png
162,59029879,40.427418,-25.413525,https://pubchem.ncbi.nlm.nih.gov/compound/59029879,https://upconverting.z5.web.core.windows.net/59029879.png
163,135449256,32.741566,-52.54028,https://pubchem.ncbi.nlm.nih.gov/compound/135449256,https://upconverting.z5.web.core.windows.net/135449256.png
164,59524096,9.74478,-7.68388,https://pubchem.ncbi.nlm.nih.gov/compound/59524096,https://upconverting.z5.web.core.windows.net/59524096.png
165,135470155,32.207607,-36.68514,https://pubchem.ncbi.nlm.nih.gov/compound/135470155,https://upconverting.z5.web.core.windows.net/135470155.png
166,45382255,9.946789,-7.4260736,https://pubchem.ncbi.nlm.nih.gov/compound/45382255,https://upconverting.z5.web.core.windows.net/45382255.png
167,44629976,0.59956205,-11.164564,https://pubchem.ncbi.nlm.nih.gov/compound/44629976,https://upconverting.z5.web.core.windows.net/44629976.png
168,45382252,10.312922,-7.815593,https://pubchem.ncbi.nlm.nih.gov/compound/45382252,https://upconverting.z5.web.core.windows.net/45382252.png
169,3712,29.485266,-57.106983,https://pubchem.ncbi.nlm.nih.gov/compound/3712,https://upconverting.z5.web.core.windows.net/3712.png
170,45382257,13.15971,-10.818313,https://pubchem.ncbi.nlm.nih.gov/compound/45382257,https://upconverting.z5.web.core.windows.net/45382257.png
171,91659013,24.698126,-50.0804,https://pubchem.ncbi.nlm.nih.gov/compound/91659013,https://upconverting.z5.web.core.windows.net/91659013.png
172,135690274,13.154501,-41.765892,https://pubchem.ncbi.nlm.nih.gov/compound/135690274,https://upconverting.z5.web.core.windows.net/135690274.png
173,7023,-16.602673,-35.72042,https://pubchem.ncbi.nlm.nih.gov/compound/7023,https://upconverting.z5.web.core.windows.net/7023.png
174,56965778,10.51437,-11.894362,https://pubchem.ncbi.nlm.nih.gov/compound/56965778,https://upconverting.z5.web.core.windows.net/56965778.png
175,8562,32.51104,4.754162,https://pubchem.ncbi.nlm.nih.gov/compound/8562,https://upconverting.z5.web.core.windows.net/8562.png
176,45382260,9.564422,-3.0215867,https://pubchem.ncbi.nlm.nih.gov/compound/45382260,https://upconverting.z5.web.core.windows.net/45382260.png
177,137177976,32.207607,-36.68514,https://pubchem.ncbi.nlm.nih.gov/compound/137177976,https://upconverting.z5.web.core.windows.net/137177976.png
178,135830900,-16.981066,3.4821367,https://pubchem.ncbi.nlm.nih.gov/compound/135830900,https://upconverting.z5.web.core.windows.net/135830900.png
179,44119399,12.864989,-9.632459,https://pubchem.ncbi.nlm.nih.gov/compound/44119399,https://upconverting.z5.web.core.windows.net/44119399.png
180,57393199,-42.44372,5.28282,https://pubchem.ncbi.nlm.nih.gov/compound/57393199,https://upconverting.z5.web.core.windows.net/57393199.png
181,44630253,11.410316,36.78232,https://pubchem.ncbi.nlm.nih.gov/compound/44630253,https://upconverting.z5.web.core.windows.net/44630253.png
182,91972178,32.96178,-32.053867,https://pubchem.ncbi.nlm.nih.gov/compound/91972178,https://upconverting.z5.web.core.windows.net/91972178.png
183,135741646,-8.369028,12.462819,https://pubchem.ncbi.nlm.nih.gov/compound/135741646,https://upconverting.z5.web.core.windows.net/135741646.png
184,91665262,-5.522775,2.8521214,https://pubchem.ncbi.nlm.nih.gov/compound/91665262,https://upconverting.z5.web.core.windows.net/91665262.png
185,1550704,31.225292,-14.542029,https://pubchem.ncbi.nlm.nih.gov/compound/1550704,https://upconverting.z5.web.core.windows.net/1550704.png
186,4345421,-13.807778,27.87711,https://pubchem.ncbi.nlm.nih.gov/compound/4345421,https://upconverting.z5.web.core.windows.net/4345421.png
187,74891104,-42.294685,-28.473593,https://pubchem.ncbi.nlm.nih.gov/compound/74891104,https://upconverting.z5.web.core.windows.net/74891104.png
188,2512786,5.365742,-20.233013,https://pubchem.ncbi.nlm.nih.gov/compound/2512786,https://upconverting.z5.web.core.windows.net/2512786.png
189,77951,22.093685,-12.575478,https://pubchem.ncbi.nlm.nih.gov/compound/77951,https://upconverting.z5.web.core.windows.net/77951.png
190,2554559,-45.4981,32.706505,https://pubchem.ncbi.nlm.nih.gov/compound/2554559,https://upconverting.z5.web.core.windows.net/2554559.png
191,2724711,2.4871156,-59.11083,https://pubchem.ncbi.nlm.nih.gov/compound/2724711,https://upconverting.z5.web.core.windows.net/2724711.png
192,2748018,-6.268897,3.6572165,https://pubchem.ncbi.nlm.nih.gov/compound/2748018,https://upconverting.z5.web.core.windows.net/2748018.png
193,6913203,9.472422,12.209454,https://pubchem.ncbi.nlm.nih.gov/compound/6913203,https://upconverting.z5.web.core.windows.net/6913203.png
194,20727466,-10.612279,8.6388855,https://pubchem.ncbi.nlm.nih.gov/compound/20727466,https://upconverting.z5.web.core.windows.net/20727466.png
195,5031678,47.515137,10.771671,https://pubchem.ncbi.nlm.nih.gov/compound/5031678,https://upconverting.z5.web.core.windows.net/5031678.png
196,5931654,50.061497,19.12476,https://pubchem.ncbi.nlm.nih.gov/compound/5931654,https://upconverting.z5.web.core.windows.net/5931654.png
197,16217482,5.0971413,-2.4772387,https://pubchem.ncbi.nlm.nih.gov/compound/16217482,https://upconverting.z5.web.core.windows.net/16217482.png
198,3454836,-10.873093,29.49899,https://pubchem.ncbi.nlm.nih.gov/compound/3454836,https://upconverting.z5.web.core.windows.net/3454836.png
