,CID,smiles
1020,89402633,CC(COC(C)COC(=O)C=C)OCC(C)OC(=O)CCOC(=O)C=C
1021,89402634,CC(COC(C)COC(C)COC(=O)CCOC(=O)C=C)O
1022,66596109,C=CC(=O)OC(=C)C1CCCO1
1023,69741839,CCC(C1(C2CC3CC(C2)CC1C3)OC(=O)C=C)C(F)(F)F
1024,17837352,C=CC(=O)OCCOC(=O)O
1025,18361654,CC(C)C(C)COC(=O)C=C
1026,18361660,C=CC(=O)OCC(O)O
1027,18361662,CCC(C)CCOC(=O)C=C
1028,87305537,CCCC[N+](C)(CCCC)CCOC(=O)C=C.C(F)(F)(F)S(=O)(=O)[O-]
1029,87305538,CCCC[N+](C)(CCCC)CCOC(=O)C=C
1030,87305539,CCCC[N+](C)(CCCC)CCOC(=O)C=C.C(F)(F)(F)S(=O)(=O)O
1031,87305541,CCCC[N+](C)(CCCC)C(C)OC(=O)C=C
1032,146812271,C=CC(=O)OCCC1(CC2CCCC(C2)C1)O
1033,123743621,C=CCOC1=CC(=C(C=C1)C2=CC=C(C=C2)OC(=O)C=C)F
1034,134229395,C=CC(=O)OCCCOCCOCC1CO1
1035,139472293,C=CC(=O)OC1=CC=C(C=C1)C2C=CC(=CC2F)OC(=O)C=C
1036,54537641,CC(=C)C(=O)OCC(CO)(COC(=O)C=C)COC(=O)C=C
1037,57945542,CC(COC(=O)C=C)(C(F)(F)F)C(F)(F)F
1038,67120587,CC(C)COC(=O)C=C.CC(C)COC(=O)C=C(C)CC(=C)C(=O)OC1CC2CCC1(C2(C)C)C
1039,57945563,C=CC(=O)OCC(C(F)(F)F)(OC(C(C(F)(F)F)(F)F)(F)F)F
1040,157822439,C=CC(=O)O.[O-]S(=O)(=O)[O-].[Ba+2]
1041,57945580,C=CC(=O)OCCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1042,22556169,C[Si](C)(C=C)OC(O[Si](C)(C)C=C)[Si]CCCOC(=O)C=C
1043,22556184,CCC(COC(=O)C=C)OCC
1044,141307491,C[N+](C)(CCO)CC1=CC=CC=C1.C[N+](C)(CCO)CC1=CC=CC=C1.C=CC(=O)[O-].[Cl-]
1045,87830129,CC(=O)O[Si](CCOC(=O)C=C)OC(=O)C
1046,59518576,C=CC(=O)OCCOCCOC1=CC=C(C=C1)Br
1047,59518589,CCCCCCCCCCCCOCCOCCOCCOCCOC(=O)C=C
1048,59518590,CCCCCCCCOCCCOCCCOCCCOCCCOCCCOCCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C=C
1049,59518596,CCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOCCCCOC(=O)C=C
1050,59518598,CCCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC(=O)C=C
1051,164900494,CC(CC[Si])OC(=O)C=C
1052,59518607,C=CC(=O)OC12CC3CC(C1)CC(C3)(C2)OCCO
1053,164900498,CCOOC(C)OC(=O)C=C
1054,59518614,C[N+](C)(CCOCCOCC[N+](C)(C)CCOOCC=C)CCOC(=O)C=C
1055,59518625,C[N+](C)(CCCC[N+](C)(C)CCOOCC=C)CCOC(=O)C=C
1056,85995183,CC(C)(C)[Si](C)(C)OCCCCOC(=O)C=C
1057,157298369,C=CC(=O)O.C(=O)([O-])[O-].[Mg+2]
1058,159395543,CCC(C)(COC(=O)C=C)O.CC(=C)C(=O)O
1059,54537959,C=CC(=O)OC1CCCCCCCC1
1060,102248190,CC(=O)OC[Si](C)(C)O[Si](C)(C)COC(=O)C=C
1061,102248194,CCC1(C2CCCC2C1OC(=O)C=C)C
1062,102248195,C=CC(=O)OCCSC=C
1063,102248198,C=CC(=O)OC1CC2CC1C(C2)C3CO3
1064,123219719,CC[Si](CC)(CC)OC(CCCOC(=O)C=C)(O[SiH3])O[Si](CC)(CC)CC
1065,102248201,C=CC(=O)OC1C(C(C(C1(F)F)(F)F)(F)F)(F)F
1066,102248204,CCN(CC)CC(C)OC(=O)C=C
1067,102248206,C=CC(=O)OCC=C(Cl)Cl
1068,57421580,CCC(CC)(CCCOC(=O)C=C)OC(=O)C
1069,18624273,C=CC(=O)OC(=O)C1CO1
1070,88092438,CC(C)(COC(=O)C=C)COC(=O)C=C.C=CC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
1071,102248217,CCCCCC1CCC(C(C1)OC(=O)C=C)CCCCC
1072,102248226,CC1(COC(OC1)C(C)(C)COC(=O)C=C)C
1073,102248228,CC1(C2CCCC2C1OC(=O)C=C)C
1074,102248229,CC1(C2CCC(C1C2)CCOC(=O)C=C)C
1075,102248232,CC1(C2CCC(C1C2)CCOCCCCOC(=O)C=C)C
1076,102248233,CC1(C2CCC(C1C2)CCOCCCOC(=O)C=C)C
1077,102248237,CC(CC(=C)C)OC(=O)C=C
1078,102248238,C=CC(=O)OC1C2CCCC2C13CCCCC3
1079,102248242,C=CC(=O)OCC(C(OC(C(F)F)(F)F)(F)F)(F)F
1080,102248243,C=CC(=O)OCCOC(C(F)(F)F)(C(F)(F)F)F
1081,102248244,C=CC(=O)OCC(C(OC(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1082,18362163,C=CC(=O)OC(Cl)(Cl)Cl
1083,102248248,C[Ge](C)(C)COC(=O)C=C
1084,102248249,CC1(OCC(CO1)(C)COC(=O)C=C)C
1085,23080761,C=CC(=O)OCC=S(=O)=O
1086,102248253,C=CC(=O)OC1(C(C(C(C1(F)F)(F)F)(F)F)(F)F)F
1087,102248254,C=CC(=O)OCC(COC(C(F)(F)F)(C(F)(F)F)F)OC(C(F)(F)F)(C(F)(F)F)F
1088,102248257,CCCCC1(C2CCCC2C1OC(=O)C=C)CC
1089,102248263,C=CC(=O)OCCCC(C(C(F)(F)F)(F)F)(F)F
1090,102248267,CC(C)N1CC(C1)OC(=O)C=C
1091,123744082,CC(CCCOC(=O)C=C)O[SiH3]
1092,102248277,CC(CC(C)(C)OC)OC(=O)C=C
1093,102248278,CC[Si](CC)(OC(=O)C=C)OC(=O)C=C
1094,102248282,C[Si](C)(OC(=O)C=C)OC(=O)C=C
1095,102248284,CC[Si](OC(=O)C=C)(OC(=O)C=C)OC(=O)C=C
1096,102248285,C=CC(=O)O[Si](C=C)(OC(=O)C=C)OC(=O)C=C
1097,102248283,C[Si](C)(OC(=O)C=C)O[Si](C)(C)OC(=O)C=C
1098,141045611,CCCO[Si](CCOC(=O)C=C)(OCCC)OC(C)CC
1099,141045612,CCCCCO[Si](CCCOC(=O)C=C)(OCCCCC)OC(C)CCCC
1100,117714803,CCOCC(COCC)OCC(COC(COCC)COCC)OC(=O)C=C
1101,87830401,CC(=C)C(=O)OC.CN(C)CCOC(=O)C=C
1102,87568259,C.C=CCOC(=O)C=C
1103,23080839,CCCCCCCCC(C)C(C)OC(=O)C=C
1104,151793582,C=CC(=O)OC1=C(C(=C(C(=C1)C2=C(C(=C(C(=C2F)F)F)F)F)F)F)F
1105,54013875,C[Si](C)(C)O[Si](COC(=O)C=C)(O[Si](C)(C)C)O[Si](C)(C)CCC(F)(F)F
1106,164900792,CCCCC(CC)C(CC1CO1)OC(=O)C=C
1107,164900794,C=CC(=O)OC(C1=CC(=C(C(=C1Br)Br)Br)Br)(Br)Br
1108,13643715,C=CC(=O)OC=CO
1109,158609411,CCCCCCCCCOC(=O)C=C.CCCCCCOC(=O)C=C
1110,122433548,C=CC(=O)OC1=CC=C(CC1)C2=C(C(=C(C=C2)OC(=O)C=C)F)F
1111,88616982,CCCCC(CC)COC(=O)C(=C)C.C=CC(=O)OCCO
1112,123219993,CCCC(=O)OCC(COCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
1113,88616991,CCCCCCCCCCCCOC(=O)C=C.CCOC(=O)C(=C)C.C=CC(=O)OCCO
1114,18362406,CCCC(OC(=O)C=C)O[Si](C)(C)C
1115,18362407,CCC(OC(=O)C=C)O[Si](C)(C)C
1116,20721710,CCC(C)OC(=O)CCOC(=O)C=C
1117,88617009,CCCCCCCCCCCCOC(=O)C=C.CCCCOC(=O)C(=C)C.CC(=C)C(=O)O
1118,88617010,CCCCCCCCCCCCOC(=O)C=C.CC(=O)OC=C.C1=CC(=O)OC1=O
1119,141307972,CC(CC(=O)O)(COC(=O)C=C)C(=O)O
1120,86257740,CCOCOCCOC(=O)C=C
1121,21246044,COC(=O)C=C.C(=[N-])=O
1122,129773664,C=CC(=O)O.C=CC(=O)O.O.[Co]
1123,87306343,CC(C)OC(=O)C=C.N
1124,87568510,C[Si](C)(CCCOC(=O)C=C)I
1125,70529166,C=CC(=O)OC(C(CCOC1=CC=CC=C1)Br)(Br)Br
1126,88092843,CCCCOC(=O)C=C.CC(=C)C(=O)OC.C=CC(=O)OC(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F
1127,160444607,CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC4=C(C=C3)C5=CC=CC=C5C4(CCCOC(=O)C=C)CCCOC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC(=O)C=C)C3=C4C=CC5=CC=CC6=CC=C(C4C65)C=C3
1128,88355012,C=CC(=O)OCCCCCCCCOC1=CC=CC=C1C2=CC=C(C=C2)OCCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1129,157561034,CC[N+](C)(C)CC1=CC=C(C=C1)C[N+](C)(C)CCOC(=O)C=C.CC[N+](C)(C)CC1=CC=C(C=C1)CCl.CN(C)CCOC(=O)C=C.[Cl-].[Cl-].[Cl-]
1130,158609624,C.C.CCC(C)OCCOC(=O)C=C.CCF.CF.C(C(F)(F)F)F
1131,141308122,CN(CCOC(=O)C=C)P(=O)(OC)OC
1132,158347508,CCCCCCCCCCOC(=O)C=C.[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-].[F-]
1133,122695934,C=CC(=O)OCC(=O)OCC(=O)OCC(F)(F)F
1134,129773825,C=CC(=O)OCC1=CC=C(C=C1)C(=O)C2=CC=CC=C2
1135,89665807,C=CC(=O)OCC(COCCCCOCC(COC(=O)C=C)OC(=O)I)O
1136,57159957,CC(=C)C(=O)OCC(COC(=O)C=C)OC(=O)C=C
1137,149958951,C=CC(=O)OC(CCC(C(C(C(F)F)(F)F)(F)F)(F)F)O
1138,10236208,CC(OC(=O)C=C)OC12CC3CC(C1)CC(C3)C2
1139,57159994,C=CC(=O)OCCOCC(COCCOC(=O)C=C)(CBr)CBr
1140,88617278,C=CC(OC(=O)C=C)S(=O)(=O)C(C=C)F
1141,88617279,C=CCS(=O)(=O)C(C=C)(OC(=O)C=C)F
1142,88617281,C=CCS(=O)(=O)C(=CCOC(=O)C=C)F
1143,160182616,CC1(CCCC1)OC(=O)C=C.CC1(C2CC3CC(C2)CC1C3)OC(=O)C=C
1144,140783961,CCCC[Si](C)(OCC)OC(C)OC(=O)C=C
1145,68170075,CC1CC(C(C1(C)C)(C)C)(C)OC(=O)C=C
1146,140783964,CCCC[Si](C)(OC)OCOC(=O)C=C
1147,159134071,CC(C)CCCCCOC(=O)C=C.C1CO1
1148,87568762,CCC[Si](OC(C)C)OC(=O)C=C
1149,159658370,CCOCCOCCO.COC(=O)C=C
1150,87568780,CC(CCC(=O)O)OC(=O)C=C
1151,12716,CC(C)OC(=O)C=C
1152,149696941,CC(=C)C(=O)OCCCCO[Si](C)(C)CCCOC(=O)C=C
1153,163852738,CC(=C)C(=O)OC1=CC=C(C=C1)C2=CC=C(C=C2)N(C3=CC=C(C=C3)OCC=CC=CC=C)C4=CC=C(C=C4)OC(=O)C=C
1154,54276549,CCOC(C)(C)OC(=O)C=C
1155,139997643,CCCCCCCCCCCCCCCCCCOC(=O)C(=C)OC(=O)C=C
1156,159920632,CC1=CC=C(C=C1)CN(C2=CC=CC3=C2C=CC=C3OC(=O)C=C)C4=CC=CC5=C4C=CC=C5OC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC3=C(C=C2)C=C(C=C3)OC(=O)C=C)C4=CC5=C(C=C4)C=C(C=C5)OC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC3=C(C=C2)C=C(C=C3)OC(=O)C=C)C4=CC=CC5=C4C=CC=C5OC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC=CC3=C2C=CC=C3OC(=O)C=C)C4=CC=CC5=C4C=CC=C5OC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC=CC3=C2C=CC=C3OC(=O)C(=C)C)C4=CC=CC5=C4C=CC=C5OC(=O)C(=C)C.CC(=C)C(=O)OC1=CC=CC2=C1C=CC=C2N(C3=CC4=CC=CC=C4C=C3)C5=CC=CC6=C5C=CC=C6OC(=O)C(=C)C.CN(C1=CC=CC2=C1C=CC=C2OC(=O)C=C)C3=CC=CC4=C3C=CC=C4OC(=O)C=C.C=CC(=O)OC1=CC2=C(C=C1)C=C(C=C2)N(C3=CC=C(C=C3)C4=CC=CC=C4)C5=CC6=C(C=C5)C=C(C=C6)OC(=O)C=C.C=CC(=O)OC1=CC2=C(C=C1)C=C(C=C2)N(C3=CC=CC=C3)C4=CC=CC5=C4C=CC=C5OC(=O)C=C.C=CC(=O)OC1=CC=CC2=C1C=CC=C2N(C3=CC=CC=C3)C4=CC=CC5=C4C=CC=C5OC(=O)C=C
1157,20722171,CCCN(C)C(=O)N(C)CCOC(=O)C=C
1158,20722177,CCC(=O)OCC(COC(=O)C=C)COC(=O)C=C
1159,20722176,CCC(=O)OCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
1160,44577301,C=CC(=O)OCC(CBr)Br
1161,129774119,C=CCOC(=O)OC=CCOC(=O)C=C
1162,123220559,CC(=C)C(=O)OC=COC1=CC=C(C=C1)C2=C(C=C(C=C2)OC(=O)C=C)F
1163,163852898,[CH-]=CC(=O)O.[Tc]
1164,14692998,C=CC(=O)OCCOC1CC2CC1C3C2C4CCC3C4
1165,59257478,CCC(C)(C)C(=O)OCCOCC(COC(=O)C=C)O
1166,14693001,C=CC(=O)OCCOC1CC2CCC1C2
1167,130298505,CCCCCCCCCCCCCCCCCCCCCCO.C=CC(=O)O
1168,59257491,C=CC(=O)OCOC1CC2CC1C3C2C4CCC3C4
1169,139997843,CCCCC(COC(=O)C=C)OC(=O)C(=C)C
1170,59257497,C=CC(=O)OCOC1CC2CCC1C2
1171,59257499,C=CC(=O)OCOC1CCCCC1
1172,14693048,COCCCCCCOC(=O)C=C
1173,160969446,C=CC(=O)O.C(=C(F)F)(C(=O)O)F
1174,70267633,CC(=C)C(=O)OC1CC2CCC1(C2(C)C)C.CC1(C2CCC1(C(C2)OC(=O)C=C)C)C
1175,70267635,CC(=C)C(=O)OC1CC2CCC1(C2(C)C)C.CC1(C2CCC1(C(C2)OC(=O)C=C)C)C
1176,88617731,CC(OC(C)OC(=O)OOOC(C)(C)CC(C)(C)C)OC(=O)C=C
1177,58995477,CC(C(C1(CC2CCC1CC2)OC(=O)C=C)(F)F)(C(F)(F)F)O
1178,88355607,C=CC(=O)OCCCCCCCCOC1=CC=CC=C1C2=CC=C(C=C2)OCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1179,58995484,C=CC(=O)OCC(C(C(F)(F)F)O)(F)F
1180,58995489,CCC(C(C(C(F)(F)F)O)(F)F)OC(=O)C=C
1181,58995491,C=CC(=O)OC1(C2CC3CC(C2)CC1C3)C(C(C(F)(F)F)O)(F)F
1182,73413412,C=CC(=O)OCCCCOC(=O)C=CC(=O)O
1183,58995497,CC(C(C(C1=CC=CC=C1)OC(=O)C=C)(F)F)(C(F)(F)F)O
1184,88617773,CCOC(=O)C=C.C=CC(=O)OCCCCO
1185,88617775,CCOC(=O)C=C.C=CC(=O)O.C(CCO)CO
1186,58995505,CCCC(C(C1(CC2CC1C3C2CCC3)OC(=O)C=C)(F)F)(C(F)(F)F)O
1187,58995507,C=CC(=O)OC(C1=CC=CC=C1)C(C(C(F)(F)F)O)(F)F
1188,58995517,CCOC(C)OC(C)(C(C1(C2CC3CC(C2)CC1C3)OC(=O)C=C)(F)F)C(F)(F)F
1189,88617790,CCCCOC(=O)C=C.CC(C)C(C=C)OC(C=C)C(C)C
1190,53752639,CC(CC1OCC(CO1)(C)C)OC(=O)C=C
1191,58995520,CC(C(C1(C2CC3CC(C2)CC1C3)OC(=O)C=C)(F)F)(C(F)(F)F)O
1192,58995522,C=CC(=O)OC1(CC2CC1C3C2CCC3)C(C(C(F)(F)F)O)(F)F
1193,58995525,C=CC(=O)OCC(C(C(F)(F)F)(O)O)(F)F
1194,88093522,CC(=COCC(CO)O)C(=O)OC(=O)C=C
1195,164115294,CC(C)CCCCC(=O)OC(=O)C=C
1196,88093547,C=CC(=O)OC(=O)CO
1197,13165,C=CC(=O)OCCO
1198,165163900,CCCCCCOCC1CCC(CC1)COC(=O)C=C
1199,58201845,C=CC(=O)OCCOCCOCC1CCCO1
1200,58201848,C=CC(=O)OCCCOCC1CCCO1
1201,58201849,C=CC(=O)OCCCCOCC1CCCO1
1202,69219228,CS(=O)(=O)SC12CC3CC(C1)CC(C3)(C2)OC(=O)C=C
1203,87831512,CC(C)C(=O)O[Si]COC(=O)C=C
1204,135279578,CCC(C)(CCCOC(=O)C=C)C(C)(CC)C(C)C
1205,123483103,C=CC(=O)OCCOCF
1206,87307256,CC(C(C)(C)OC(=O)C=C)O[Si]
1207,162542608,C=CC(=O)OCCCC(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
1208,67908632,C=CC(=O)OCCC(=O)O.C=CC(=O)OCC1CCCO1
1209,159921230,CCOC(=O)C[CH-]C.CCOC(=O)C=[CH-].C[CH-]CCO.CO.[Y].[Y].[Y]
1210,87569489,COC(C=C)OC(=O)C=C
1211,87569490,COC=CCOC(=O)C=C
1212,58995798,C=CC(=O)OCCOCCOCCOCC#C
1213,88618088,CC[N+](C)(CC)CCOC(=O)C=C.CS
1214,88618090,CC[N+](C)(CC)CCOC(=O)C=C.CSC
1215,88618095,CCCCS(=O)(=O)OC(=O)C=C.[Na]
1216,154940528,COC(=C)C(=O)OC(=O)C=C
1217,87569548,C=CC(=O)O.C=CC(=O)O.[Ni]
1218,154154160,CCCCCCCCCCCCCCCCC(CCCCCCCCCCCCCC)CCCOC(=O)C=C
1219,87831747,C[Si](C)O[Si][Si](C)(CCCOC(=O)C=C)O[Si]
1220,156775632,CC[N+](C)(CCOC(=O)C=C)CC1=CC=CC=C1Cl.[Cl-]
1221,18363611,CC(=C=O)OC(=O)C=C
1222,89928924,CC(COC(=O)C=C)N(CC=C)CC=C
1223,149435614,C[Si](C)(C)OC(CC(O[Si](C)(C)C)(O[Si](C)(C)C)[SiH3])OC(=O)C=C
1224,13550,CCCOC(=O)C=C
1225,124007680,CC(OC(=O)C=C)O[SiH](C)C
1226,140784901,C=CC(=O)OCCC[Si](CCCOC(=O)C=C)(CCCOC(=O)C=C)O
1227,140784915,C=CC(=O)OCCC[Si](CCCOC(=O)C=C)(CCCOC(=O)C=C)CCCOC(=O)C=C
1228,69219603,C=CC(=O)OCCC12CC3CC(C1)CC(C3)(C2)CCO
1229,161494297,CCC1=CC=C(C=C1)C[N+](C)(C)C(C)C.CC(C)[N+](C)(C)CC1=CC=C(C=C1)C[N+](C)(C)CC(C[N+](C)(C)CC2=CC=C(C=C2)C[N+](C)(C)C(C)C)OC(=O)C=C.CN(C)CC(CN(C)C)OC(=O)C=C.[Cl-].[Cl-].[Cl-].[Cl-].[Cl-]
1230,21509429,CCCCCCCCCCCCOC(=O)C=C.CC(C)COC(=O)C=C
1231,161494329,CC(C)(C)CCOC(=O)CC(=O)OCOC(=O)C=C
1232,70268228,C=CC(=O)OCCCC1CCC(CC1)C2CCCCC2
1233,88880457,C=CC(=O)OCCC1=CC=C(C=C1)OCCCC(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1234,140784970,C[Si](C)(C)O[Si](C)(C)O[Si](C)(COC(=O)C=C)O[Si](C)(C)C
1235,88094031,COC.C=CC(=O)OCCOCCOCCO
1236,21509487,CCCCCCCCCCCCC(O)OC(=O)C=C
1237,22033783,C=CCNCCOC(=O)C=C
1238,160970112,CC(C)(COCCOC(=O)C=C)COCCOC(=O)C=C.C=CC(=O)OCC(COC(=O)C=C)O
1239,160445867,CC1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)CCCOC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC=CC=C2)C3=CC=C(C=C3)C4=CC=C(C=C4)CCOC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C4=CC=C(C=C4)OCCCCCCCCCCOC(=O)C=C.CC1=CC=C(C=C1)N(C2=CC=C(C=C2)C)C3=CC=C(C=C3)C4=CC=C(C=C4)OCCOC(=O)C=C
1240,131872181,[Li].C=CC(=O)O
1241,89667003,CCC(COC(=O)C(C)(C)OCCOC(=O)C=C)OC
1242,89667004,CCC(COC(=O)C(C)(C)OC(C)COC(=O)C=C)OC
1243,23082429,CC(CCOC(=O)C=C)C1=CC=CC=C1
1244,89667006,CC(COC(=O)C=C)OC(=O)OCC(C)OC
1245,89667008,COCCOC(=O)OCCOC(=O)C=C
1246,89667019,CCC(COC(=O)C=C)OC(=O)OCC(CC)OC
1247,89667022,CC(COC(=O)C(C)(C)OCCOC(=O)C=C)OC
1248,22033882,C=CC(=O)OC1=NCCO1
1249,159397347,C=CC(=O)O.C=CC(=O)F
1250,54277614,C=CC(=O)OCCCCC(Br)(Br)Br
1251,141309429,CC1(OC=C(O1)COC(=O)C=C)C
1252,141309431,CCC1(OC(=C(O1)COC(=O)C=C)C)C
1253,20461059,CCCCC(C(O)O)OC(=O)C=C
1254,13835,C=CCOC(=O)C=C
1255,141309454,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C
1256,22558260,CCCCCCCCCCCCCCCCCC(O)OC(=O)C=C
1257,161756752,CC(=O)OCCCCO[Si](C)(C)[Si](C)(OCCCCOC(=O)C=C)O[Si](C)(C)O[Si](C)(C)OCCCCOC(=O)C=C.C=C
1258,69744209,C=CC(=O)OC1(C2CC3CC(C2)CC1C3)CC(F)(F)F
1259,59782744,CC(C(C)OC(=O)C=C)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F
1260,57161310,C=CC(=O)OCC(CCO)C(=O)O
1261,141047395,CC[N+](C)(C)CCOC(=O)C=C.COOS(=O)(=O)[O-]
1262,88618598,CCCCCCCCCCCCCCCCCCCCCCCCOC(=O)C=C.C=CC(=O)O
1263,123745901,CC(=C)C(=O)OC(C)(COC(=O)C=C)OC(=O)CCC(=O)O
1264,69744256,CC(C1(C2CC3CC(C2)CC1C3)OC(=O)C=C)C(F)(F)F
1265,53753487,C=CC(=O)OCCC(COC(=O)C=C)(COC(=O)C=C)COC(=O)C=C
1266,163853968,C=CC(=O)OCCC1=C(C=CC(=C1)[NH3+])OC2=CC=C(C=C2)C3=CC=C(C=C3)OC4=C(C=C(C=C4)N)CCOC(=O)C=C
1267,91502236,CC(COC(=O)C=C)C(C(F)(F)F)(F)F
1268,18364063,CCN(CC)[Si](C)(C)CCCOC(=O)C=C
1269,18364065,CC(=O)O[Si](C)(C)CCCOC(=O)C=C
1270,18364066,CCC(OC(=O)C=C)[Si](C)(C)Cl
1271,18364080,CCCCCC(OC(=O)C=C)[Si](C)(C)Cl
1272,88618674,CC(=O)OC1=CCC1.C=CC(=O)OCCO
1273,18364085,CCC(OC(=O)C=C)[Si](C)(C)Br
1274,18364086,CCC(OC(C)OC(=O)C=C)[Si](C)(C)Cl
1275,90715837,CCCC(C(F)(F)F)(C(F)(F)F)F.C=CC(=O)OCCCC(C(F)(F)F)(C(F)(F)F)F
1276,141309661,CCCCCCCCCCCCCCCCCCC(C)OOC(=O)C=C
1277,89405157,CC(C(OCC(COCC(COC(=O)C=C)O)O)OC(=O)C=C)O
1278,90715896,CC(COC(=O)C=CC(=O)OCC(C)OC(=O)C=C)OC(=O)C=C
1279,154154752,C[Si](C)(C)O[SiH](CCCOC(=O)C=C)O[Si](C)(C)C
1280,159921928,C=CC(=O)[O-].C=CC(=O)[O-].C=CC(=O)[O-].[Na+].[Zn+2]
1281,54540071,C=CC(=O)OCC(OC(=O)C=C)S(=O)(=O)O
1282,141309739,CCC[Si](C)(COC(=O)C=C)OC
1283,54015811,CC(C)(C)[Si](C)(C)O[Si](CCCOC(=O)C=C)(O[Si](C)(C)C)O[Si](C)(C)C
1284,58734412,CCC(CC)(C1CC2CCC1O2)OC(=O)C=C
1285,87308118,CCC(C)(C)OC(C)OC(=O)C=C
1286,58734429,C=CC(=O)OC1(CCCCC1)C2CCOC2
1287,87570278,CCC([N+](C)(C)CC)OC(=O)C=C
1288,58734447,CC(C)(C1CCCO1)OC(=O)C=C
1289,58734460,CC(C)(C1CCOC1)OC(=O)C=C
1290,91240327,CC.CCOC(=O)C=C
1291,58734506,CCC(CC)(C1CCOC1)OC(=O)C=C
1292,58734524,CCC(C)C1(CCCCC1OC)OC(=O)C=C
1293,58734526,CCC(CC)C1(C2CC3(CC1CC(C2)(C3)C)C)OC(=O)C=C
1294,69220287,CSCOC12CC3CC(C1)CC(C3)(C2)OC(=O)C=C
1295,58734530,CCCC1(C2CC3CC1CC(C3)(C2)OC)OC(=O)C=C
1296,58734531,CCC(C)C1(C2CC3CC1CC(C3)(C2)F)OC(=O)C=C
1297,58734545,CCC(C)C1(CCCC1C)OC(=O)C=C
1298,58734548,CC(C)C1(CCCCC1OC)OC(=O)C=C
1299,58734550,CCCCC1(C2CC3CC1CC(C3)(C2)OCCC)OC(=O)C=C
1300,58734553,CCCC1(CCC(CC1)C)OC(=O)C=C
1301,88881126,CC(C(C(COC(=O)C=C)OC(=O)C=C)OC(=O)C=C)OC(=O)C=C
1302,58734584,CC(C)C1(CCCCC1)OC(=O)C=C
1303,57423869,CCCCCC(OC(=O)C=C)S
1304,58734601,CCC(CC)C1(C2CC3CC1CC(C3)(C2)O)OC(=O)C=C
1305,58734607,CC(C)C1(C2CC3CC1CC(C3)(C2)C)OC(=O)C=C
1306,58734610,CCCC1(C(CCCC1C)C)OC(=O)C=C
1307,13907995,C=CC(=O)OCCOC1CC2CC1C3C2CC=C3
1308,13907996,C=CC(=O)OCCOC1CC2CC1C3C2CC4C3O4
1309,58734628,CCOC1CCCCC1(C(C)C)OC(=O)C=C
1310,58734638,CCCC1(CCCC1C)OC(=O)C=C
1311,58734641,CCC(CC)C1(C2CC3CC1CC(C3)(C2)C)OC(=O)C=C
1312,143931446,CC(CC(C)(C)OC(C)COC(C)COC(=O)C=C)O
1313,58734651,CC(C)C1(C2CC3(CC1CC(C2)(C3)C)C)OC(=O)C=C
1314,58734650,CCC(C)C1(C2CC3CC(C2)CC1C3)OC(=O)C=C
1315,58734658,CCC(C)C1(CCC(CC1)C)OC(=O)C=C
1316,58734661,CCC(C)C1(C2CC3(CC1CC(C2)(C3)C)C)OC(=O)C=C
1317,58734662,CC1CCC(C1)(C(C)C)OC(=O)C=C
1318,60045390,[CH-]=CC(=O)O.[Y]
1319,58734672,CCCC1(CCC(C1)C)OC(=O)C=C
1320,13908064,CO[Si](CCCOC(=O)C=C)(CCCOC(=O)C=C)OC
1321,163592295,CC=CC(=O)OC1=CC=C(C=C1)N(C2=CC=C(C=C2)OC)C3=CC=C(C=C3)OC(=O)C=C
1322,58734711,CCCCC1(CCC(CC1)C)OC(=O)C=C
